248112144,-0.5720062,3.8999176,8.934891,Stationary
248112165,-0.63664246,3.9021606,8.988388,Stationary
248112185,-0.6977844,4.0073547,8.972321,Stationary
248112205,-0.7205963,3.922882,9.07019,Stationary
248112225,-0.72595215,4.0143127,8.95578,Stationary
248112245,-0.7523346,3.9173431,9.066544,Stationary
248112265,-0.7063904,3.982544,8.961304,Stationary
248112285,-0.74186707,3.9798126,8.923096,Stationary
248112306,-0.7601929,4.03833,8.95192,Stationary
248112326,-0.5691681,3.995453,8.86647,Stationary
248112346,-0.65237427,3.9697113,8.79451,Stationary
248112366,-0.5989075,4.0521393,8.926468,Stationary
248112386,-0.55693054,3.9570618,9.0,Stationary
248112406,-0.5752716,3.9839172,8.997604,Stationary
248112426,-0.562912,3.9295807,8.818466,Stationary
248112447,-0.61938477,4.0350494,8.733139,Stationary
248112467,-0.7131653,3.9288635,8.938065,Stationary
248112487,-0.7811127,4.0786896,9.180145,Stationary
248112507,-0.64881897,4.0482635,9.100235,Stationary
248112527,-0.6083374,4.0605774,8.953064,Stationary
248112547,-0.52137756,4.055481,8.845886,Stationary
248112567,-0.6326752,4.047348,8.636429,Stationary
248112588,-0.72076416,3.9566193,8.927109,Stationary
248112608,-0.81721497,3.9681396,8.950729,Stationary
248112628,-0.73568726,4.1335297,8.945892,Stationary
248112648,-0.57266235,4.1557465,8.82872,Stationary
248112668,-0.45257568,4.161209,8.734833,Stationary
248112688,-0.5779419,3.9948273,8.929916,Stationary
248112708,-0.66090393,3.9020844,9.038345,Stationary
248112729,-0.6369629,3.9699402,9.009064,Stationary
248112749,-0.5861511,4.0863495,8.9552765,Stationary
248112769,-0.5192566,4.081436,8.853882,Stationary
248112789,-0.5240021,4.033661,8.828812,Stationary
248112809,-0.5364075,3.925476,9.00148,Stationary
248112829,-0.557724,3.9781952,9.047958,Stationary
248112849,-0.5021057,4.0541687,8.9457855,Stationary
248112870,-0.5561371,3.992218,8.907028,Stationary
248112890,-0.5171356,3.985382,8.868423,Stationary
248112910,-0.53079224,4.0538483,8.71286,Stationary
248112930,-0.51631165,4.017334,8.879562,Stationary
248112950,-0.5491638,3.9240417,8.988617,Stationary
248112970,-0.54837036,3.9489594,9.0672455,Stationary
248112990,-0.5610199,3.965088,9.019608,Stationary
248113011,-0.5604553,3.9634552,8.954224,Stationary
248113031,-0.5541992,4.033737,8.879105,Stationary
248113051,-0.50694275,3.9253387,8.712997,Stationary
248113071,-0.7472687,3.9880524,8.799988,Stationary
248113091,-0.6520996,3.8280792,9.046005,Stationary
248113111,-0.57806396,4.029419,9.122162,Stationary
248113131,-0.60417175,4.0101166,9.03157,Stationary
248113152,-0.5696411,4.010086,8.898651,Stationary
248113172,-0.5443268,3.9986725,8.774109,Stationary
248113192,-0.6228485,3.95401,8.824097,Stationary
248113212,-0.57707214,4.00235,8.870621,Stationary
248113232,-0.6101227,3.8907013,8.904953,Stationary
248113252,-0.70700073,4.0626373,8.97728,Stationary
248113272,-0.69311523,4.017578,8.914459,Stationary
248113293,-0.6287079,4.038864,8.808548,Stationary
248113313,-0.6793213,3.9351654,8.698776,Stationary
248113333,-0.58869934,3.9594727,8.949936,Stationary
248113353,-0.64749146,4.078064,9.108215,Stationary
248113373,-0.59732056,3.942047,8.870514,Stationary
248113393,-0.60635376,3.9358826,8.861664,Stationary
248113413,-0.5476532,3.9868011,8.825378,Stationary
248113434,-0.6482544,3.94487,8.891632,Stationary
248113454,-0.67881775,3.9907074,9.030273,Stationary
248113474,-0.6293793,4.0664825,8.998932,Stationary
248113494,-0.63856506,3.99646,8.888535,Stationary
248113514,-0.6476593,3.9690704,8.95372,Stationary
248113534,-0.58332825,3.989273,8.8685,Stationary
248113554,-0.5948944,4.0451508,8.781067,Stationary
248113575,-0.62493896,3.9926147,8.965118,Stationary
248113595,-0.532547,3.9171906,8.955292,Stationary
248113615,-0.56381226,3.83432,9.01062,Stationary
248113635,-0.6763458,3.9927216,9.0466,Stationary
248113655,-0.7837219,3.9507904,8.984665,Stationary
248113675,-0.71847534,4.0057526,8.903992,Stationary
248113695,-0.57977295,4.012192,8.833527,Stationary
248113716,-0.5366516,4.007736,8.849075,Stationary
248113736,-0.651886,3.8930054,8.827438,Stationary
248113756,-0.6663208,3.9574738,8.9383545,Stationary
248113776,-0.689682,3.9048157,8.997955,Stationary
248113796,-0.71321106,3.9934998,8.925705,Stationary
248113816,-0.5970764,4.050827,8.6410675,Stationary
248113836,-0.63420105,3.964035,8.849579,Stationary
248113856,-0.72117615,3.8911743,8.949783,Stationary
248113877,-0.7390442,3.930359,8.95723,Stationary
248113897,-0.7224884,4.052307,9.075699,Stationary
248113917,-0.6161041,4.0883484,9.040863,Stationary
248113937,-0.46188354,3.9937286,8.856369,Stationary
248113957,-0.49116516,3.885559,8.782928,Stationary
248113977,-0.68403625,3.8738098,8.983353,Stationary
248113997,-0.7376251,3.8782196,9.020874,Stationary
248114018,-0.73028564,3.9179077,8.999924,Stationary
248114038,-0.6819763,3.9763184,8.937714,Stationary
248114058,-0.73431396,3.988739,8.802246,Stationary
248114078,-0.7440033,3.9321594,8.971878,Stationary
248114098,-0.70433044,3.9682007,9.015533,Stationary
248114118,-0.62677,3.9245453,9.054886,Stationary
248114138,-0.6055603,3.8829803,9.023132,Stationary
248114159,-0.69914246,3.8781128,9.017075,Stationary
248114179,-0.72180176,3.9329987,8.971054,Stationary
248114199,-0.73579407,3.8721771,8.986984,Stationary
248114219,-0.82598877,3.921692,8.860931,Stationary
248114239,-0.8292694,3.9431458,8.907303,Stationary
248114259,-0.6861572,3.9172516,8.816452,Stationary
248114279,-0.7568207,3.9951782,8.999512,Stationary
248114300,-0.8122101,3.9071503,8.922501,Stationary
248114320,-0.7427368,3.9183197,8.846573,Stationary
248114340,-0.6508026,3.9393005,8.955093,Stationary
248114360,-0.65800476,3.987732,8.774231,Stationary
248114380,-0.693161,3.8966064,8.781967,Stationary
248114400,-0.63212585,3.9080048,9.000549,Stationary
248114420,-0.7503052,3.9322968,8.869553,Stationary
248114441,-0.76042175,3.9220886,8.914017,Stationary
248114461,-0.77864075,3.9714508,8.956879,Stationary
248114481,-0.91007996,3.9634705,8.9340515,Stationary
248114501,-0.9682617,3.9003296,9.102386,Stationary
248114521,-0.9349365,4.0223236,9.188278,Stationary
248114541,-0.7902069,3.993988,8.984039,Stationary
248114561,-0.7086487,4.0124207,8.814621,Stationary
248114582,-0.58410645,3.97966,8.960999,Stationary
248114602,-0.62905884,3.8107605,9.1575775,Stationary
248114622,-0.6230469,3.8304138,9.106262,Stationary
248114642,-0.45812988,3.8100433,9.036896,Stationary
248114662,-0.4646759,3.8852386,8.8078,Stationary
248114682,-0.5101929,3.9198303,8.690643,Stationary
248114702,-0.63453674,3.9100037,8.696426,Stationary
248114723,-0.76374817,3.8163147,8.66954,Stationary
248114743,-0.702713,3.8791199,8.422699,Stationary
248114763,-0.7759094,3.9232788,8.132156,Stationary
248114783,-0.9385834,3.8781738,8.0457,Stationary
248114803,-0.9769287,4.279175,8.239334,Stationary
248114823,-0.7699585,4.2916718,8.815231,Stationary
248114843,-0.34979248,4.512863,9.667221,Stationary
248114864,-0.20985413,4.5253754,10.238861,Stationary
248114884,-0.21907043,4.2211456,10.482376,Stationary
248114904,-0.29006958,3.6001434,9.92276,Stationary
248114924,-0.5830536,3.0560608,9.20549,Stationary
248114944,-1.1341858,3.007248,8.261688,Stationary
248114964,-1.1676788,3.3550873,7.5717926,Stationary
248114984,-1.0237579,3.9230652,7.51297,Stationary
248115005,-0.8687439,4.330261,8.058792,Stationary
248115025,-0.9625244,4.4634857,8.815247,Stationary
248115045,-1.0877228,4.469101,9.598831,Stationary
248115065,-1.1055145,4.295059,9.861176,Stationary
248115085,-1.2255249,4.126541,9.760666,Stationary
248115105,-1.322525,4.0337524,9.334427,Stationary
248115125,-1.1197205,3.907959,8.7521515,Stationary
248115146,-1.097702,3.9739685,8.539276,Stationary
248115166,-1.0919952,3.9184418,8.633148,Stationary
248115186,-1.2441254,3.8902588,8.808365,Stationary
248115206,-1.4856567,4.008972,8.8220215,Stationary
248115226,-1.3345032,4.041336,8.927399,Stationary
248115246,-1.3900146,4.120865,8.976379,Stationary
248115266,-1.373764,4.125534,8.727905,Stationary
248115287,-1.4114838,4.174652,8.73436,Stationary
248115307,-1.407486,4.164337,8.690079,Stationary
248115327,-1.3713531,4.168152,8.655579,Stationary
248115347,-1.3519287,4.1674805,8.818039,Stationary
248115367,-1.5392914,4.179886,8.580948,Stationary
248115387,-1.510498,4.161606,8.697769,Stationary
248115407,-1.411026,4.330139,8.574707,Stationary
248115428,-1.399704,4.4048615,8.502548,Stationary
248115448,-1.4382477,4.41008,8.585876,Stationary
248115468,-1.3764648,4.418518,8.631775,Stationary
248115488,-1.3748779,4.4505157,8.471146,Stationary
248115508,-1.385788,4.2066956,8.512833,Stationary
248115528,-1.230896,4.259186,8.798965,Stationary
248115548,-1.2614136,4.148651,8.606812,Stationary
248115569,-1.3261261,4.1813965,8.731644,Stationary
248115589,-1.4224548,4.147827,8.768494,Stationary
248115609,-1.5935516,4.0613556,8.856613,Stationary
248115629,-1.7580566,4.0869446,8.9608,Stationary
248115649,-1.8860626,4.1301117,9.132492,Stationary
248115669,-1.8218384,4.036957,8.839981,Stationary
248115689,-1.6547699,4.0841217,8.732193,Stationary
248115710,-1.5065002,4.229019,8.608353,Stationary
248115730,-1.6264496,4.145279,8.641464,Stationary
248115750,-1.6432343,4.036072,8.809586,Stationary
248115770,-1.5477905,3.94133,8.950073,Stationary
248115790,-1.6263885,3.9915466,8.967545,Stationary
248115810,-1.5702667,4.055023,8.742798,Stationary
248115830,-1.5322571,4.0404816,8.714066,Stationary
248115851,-1.5762177,4.035019,8.829086,Stationary
248115871,-1.504715,4.081497,8.844116,Stationary
248115891,-1.5033264,4.090332,8.945297,Stationary
248115911,-1.5154877,4.020981,9.081375,Stationary
248115931,-1.4803467,4.0377502,8.88855,Stationary
248115951,-1.3434143,3.996811,8.7799835,Stationary
248115971,-1.499527,3.9397736,8.798813,Stationary
248115992,-1.4633026,3.8896484,8.86879,Stationary
248116012,-1.4351501,3.9145355,8.856674,Stationary
